350.000 , 229.259
348.553 , 236.918
346.337 , 244.637
342.475 , 251.856
337.000 , 258.060
330.758 , 263.794
323.478 , 268.548
315.253 , 271.898
306.379 , 271.338
297.974 , 269.230
290.600 , 264.919
284.442 , 259.563
278.776 , 254.462
273.243 , 249.372
267.472 , 244.030
263.474 , 237.184
260.308 , 229.691
259.360 , 221.568
260.125 , 213.412
262.085 , 205.446
264.831 , 197.580
269.275 , 190.434
274.885 , 184.035
281.593 , 178.638
288.990 , 173.793
297.517 , 171.311
306.379 , 170.243
315.354 , 170.664
324.323 , 172.266
331.647 , 177.802
337.982 , 183.904
341.071 , 192.457
343.812 , 199.955
346.627 , 206.918
349.477 , 213.968
350.000 , 221.568
