286.325 , 223.924
287.259 , 232.328
290.176 , 240.388
294.213 , 248.191
299.154 , 255.956
307.162 , 260.331
315.695 , 263.049
324.323 , 264.500
332.927 , 264.500
341.476 , 264.195
349.646 , 261.642
357.735 , 258.677
364.948 , 253.868
370.796 , 247.483
373.566 , 239.170
375.390 , 231.162
377.420 , 223.552
378.500 , 215.707
378.500 , 207.671
377.812 , 199.370
376.355 , 190.633
372.070 , 182.861
365.030 , 177.447
358.096 , 172.112
350.828 , 166.522
341.779 , 165.500
332.927 , 165.500
324.509 , 167.967
316.718 , 171.175
309.515 , 175.157
303.097 , 180.158
297.892 , 186.309
292.974 , 192.640
289.605 , 199.939
286.982 , 207.605
285.632 , 215.707
