347.500 , 203.305
345.878 , 211.589
342.754 , 219.532
337.880 , 226.579
331.536 , 232.305
324.805 , 237.574
317.495 , 242.469
308.892 , 244.235
300.205 , 243.863
291.821 , 242.511
283.588 , 240.621
276.148 , 236.634
269.542 , 231.508
263.890 , 225.437
258.515 , 219.035
254.117 , 211.740
251.779 , 203.504
250.654 , 194.966
250.127 , 186.135
250.752 , 176.966
255.927 , 169.402
260.964 , 162.039
267.529 , 156.024
274.680 , 150.755
282.615 , 146.639
291.101 , 143.334
300.205 , 141.452
309.436 , 142.616
318.495 , 144.714
325.931 , 150.407
332.056 , 157.007
337.424 , 163.735
341.126 , 171.340
344.173 , 178.962
346.606 , 186.784
347.500 , 194.966
