227.649 , 228.396
229.292 , 235.243
232.214 , 241.671
236.189 , 247.525
240.928 , 252.857
246.298 , 257.818
252.278 , 262.739
259.635 , 265.003
267.324 , 266.500
275.276 , 266.500
282.942 , 264.310
289.638 , 260.049
295.281 , 254.719
300.642 , 249.358
304.988 , 243.146
308.790 , 236.493
310.500 , 229.013
310.500 , 221.400
309.182 , 214.019
307.095 , 206.925
304.433 , 199.975
300.149 , 193.856
294.817 , 188.635
288.879 , 184.065
282.530 , 179.621
275.268 , 176.346
267.324 , 174.794
259.453 , 176.762
251.800 , 178.750
244.255 , 181.445
237.215 , 185.519
232.811 , 192.440
229.543 , 199.588
226.823 , 206.659
226.500 , 214.202
226.500 , 221.400
