270.239 , 251.639
272.327 , 260.515
276.207 , 268.787
281.992 , 275.811
287.873 , 282.766
295.320 , 288.085
303.341 , 292.721
312.554 , 293.827
321.590 , 294.911
330.636 , 293.891
339.070 , 290.612
346.950 , 286.510
353.786 , 280.955
360.616 , 275.332
365.643 , 268.019
370.812 , 260.500
372.535 , 251.568
373.706 , 242.585
374.500 , 233.255
374.037 , 223.495
371.758 , 213.620
364.674 , 206.432
357.191 , 200.156
349.341 , 194.518
340.540 , 190.518
331.076 , 188.786
321.590 , 188.500
312.441 , 190.703
303.998 , 194.251
296.237 , 198.673
289.777 , 204.672
283.455 , 210.586
279.407 , 218.231
275.412 , 225.777
272.950 , 234.008
270.908 , 242.585
