244.250 , 225.373
246.939 , 232.612
251.229 , 238.905
255.408 , 245.035
260.214 , 250.816
265.681 , 256.382
272.439 , 260.521
280.100 , 262.693
288.042 , 263.983
296.092 , 263.305
304.004 , 261.506
311.190 , 257.745
317.457 , 252.707
323.743 , 247.607
329.685 , 241.693
332.610 , 233.872
335.000 , 225.931
335.500 , 217.651
335.166 , 209.342
332.512 , 201.465
329.836 , 193.522
325.064 , 186.586
319.340 , 180.352
312.570 , 175.168
305.380 , 170.016
296.744 , 168.301
288.042 , 168.056
279.561 , 169.551
271.963 , 173.473
264.930 , 177.619
258.550 , 182.503
252.370 , 187.719
247.078 , 194.001
244.160 , 201.679
242.350 , 209.594
242.008 , 217.651
