343.169 , 208.796
342.659 , 216.960
339.632 , 224.598
335.536 , 231.881
329.919 , 238.186
323.117 , 243.287
315.794 , 247.987
307.392 , 250.388
298.674 , 251.500
289.817 , 251.185
281.747 , 247.460
274.720 , 242.442
269.072 , 236.229
264.759 , 229.409
261.112 , 222.637
257.471 , 215.947
254.042 , 208.821
251.896 , 200.951
250.801 , 192.509
251.634 , 183.829
254.924 , 175.691
259.729 , 168.271
265.995 , 162.005
273.120 , 156.690
281.111 , 152.695
289.831 , 150.797
298.674 , 149.814
307.308 , 151.989
315.255 , 155.395
322.189 , 160.222
328.884 , 164.948
334.547 , 170.850
338.789 , 177.791
343.068 , 184.793
343.500 , 193.047
343.500 , 200.951
