362.917 , 192.414
361.515 , 199.424
359.144 , 206.308
354.770 , 212.140
349.935 , 217.638
343.982 , 221.968
337.391 , 225.329
330.226 , 227.240
322.839 , 228.500
315.230 , 228.500
307.869 , 226.476
301.792 , 221.802
296.314 , 216.958
291.941 , 211.274
287.633 , 205.673
284.051 , 199.465
280.273 , 192.853
279.500 , 185.347
279.500 , 177.705
281.262 , 170.214
283.878 , 162.853
287.872 , 156.006
292.946 , 149.721
299.513 , 144.945
307.239 , 142.487
315.039 , 141.111
322.839 , 140.500
330.533 , 141.713
337.668 , 144.605
344.056 , 148.598
349.287 , 153.828
353.993 , 159.206
358.733 , 164.624
361.114 , 171.416
362.641 , 178.329
363.181 , 185.347
