231.501 , 280.216
229.474 , 287.581
227.019 , 294.944
222.076 , 300.924
216.645 , 306.355
210.401 , 310.842
203.647 , 314.702
196.116 , 316.792
188.324 , 317.312
180.622 , 316.281
173.110 , 314.403
166.158 , 310.995
159.990 , 306.370
154.996 , 300.569
150.936 , 294.189
147.918 , 287.310
145.417 , 280.169
144.960 , 272.603
144.547 , 264.884
147.478 , 257.737
150.369 , 250.690
154.015 , 243.814
159.269 , 237.977
165.692 , 233.403
172.768 , 229.865
180.392 , 227.620
188.324 , 226.925
196.217 , 227.840
203.933 , 229.717
210.835 , 233.612
216.841 , 238.617
222.094 , 244.267
226.768 , 250.408
228.947 , 257.817
231.079 , 265.064
231.501 , 272.603
