301.072 , 219.388
299.808 , 225.924
297.915 , 232.517
294.589 , 238.658
290.095 , 244.164
284.115 , 248.018
278.013 , 251.894
271.089 , 254.209
263.790 , 256.034
256.313 , 255.217
249.063 , 253.274
242.510 , 249.672
236.975 , 244.771
232.429 , 239.129
229.134 , 232.823
226.521 , 226.379
225.152 , 219.627
224.717 , 212.814
225.127 , 205.997
225.748 , 198.968
227.815 , 192.044
230.734 , 185.077
235.883 , 179.557
241.741 , 174.625
248.468 , 170.719
256.195 , 169.741
263.790 , 170.459
270.964 , 172.128
277.568 , 174.959
283.304 , 179.015
288.119 , 183.820
292.789 , 188.481
296.465 , 193.949
299.157 , 199.942
301.470 , 206.170
301.270 , 212.814
