323.771 , 216.765
325.223 , 223.540
327.089 , 230.458
330.871 , 236.603
335.063 , 242.829
341.511 , 246.589
348.122 , 249.933
355.296 , 251.846
362.692 , 253.103
369.886 , 250.705
376.693 , 248.371
382.620 , 244.420
388.414 , 240.557
393.012 , 235.344
397.462 , 229.977
401.960 , 224.195
403.858 , 217.161
405.414 , 209.903
405.500 , 202.354
404.868 , 194.552
400.536 , 188.053
396.085 , 181.883
391.041 , 176.118
384.095 , 172.831
377.192 , 170.064
370.131 , 167.710
362.692 , 166.527
355.481 , 169.007
348.690 , 171.432
342.664 , 175.214
336.973 , 179.252
332.974 , 184.966
329.614 , 190.805
327.232 , 196.996
325.243 , 203.299
324.300 , 209.903
