330.907 , 211.620
328.920 , 219.434
325.106 , 226.517
320.763 , 233.264
315.905 , 239.943
309.312 , 245.000
301.927 , 248.983
293.683 , 250.528
285.408 , 251.024
277.266 , 249.772
269.635 , 246.934
262.252 , 243.704
255.997 , 238.647
250.649 , 232.764
245.225 , 226.797
239.462 , 220.320
237.681 , 212.013
236.671 , 203.597
237.171 , 195.092
239.080 , 186.735
243.327 , 179.302
248.599 , 172.711
254.805 , 167.126
261.479 , 162.152
268.657 , 157.575
276.686 , 154.134
285.408 , 153.972
293.718 , 156.466
301.511 , 159.355
307.853 , 164.722
313.782 , 169.782
319.223 , 175.223
324.647 , 180.942
327.136 , 188.409
329.338 , 195.851
331.274 , 203.597
