315.182 , 224.653
313.632 , 231.883
310.079 , 238.364
306.307 , 244.736
301.536 , 250.568
296.090 , 256.205
289.072 , 259.714
281.433 , 261.500
273.645 , 261.500
266.010 , 260.627
258.563 , 258.766
251.373 , 255.905
245.239 , 251.181
240.379 , 245.241
235.976 , 239.077
233.364 , 231.989
230.750 , 224.892
229.500 , 217.329
229.500 , 209.545
231.812 , 202.103
234.175 , 194.541
239.150 , 188.385
244.458 , 182.546
251.393 , 178.788
258.343 , 175.289
265.899 , 173.400
273.645 , 171.512
281.606 , 172.176
289.040 , 175.029
295.357 , 179.722
301.313 , 184.355
306.314 , 189.916
310.713 , 195.927
314.059 , 202.619
315.363 , 209.973
316.344 , 217.329
