255.500 , 232.295
255.500 , 240.476
256.975 , 248.926
259.847 , 257.542
265.895 , 264.176
272.798 , 270.158
280.900 , 274.600
289.679 , 278.014
299.096 , 278.842
308.465 , 277.739
316.374 , 272.078
322.981 , 265.979
328.690 , 259.877
334.119 , 253.996
338.352 , 247.272
341.909 , 240.191
344.289 , 232.577
346.500 , 224.608
346.500 , 216.249
346.462 , 207.368
343.983 , 198.692
340.955 , 189.484
336.660 , 179.840
328.599 , 173.507
319.449 , 168.690
309.313 , 166.663
299.096 , 167.754
289.636 , 170.959
281.463 , 176.160
273.902 , 180.971
267.800 , 187.310
262.640 , 194.018
259.540 , 201.770
257.172 , 209.349
256.192 , 217.043
255.772 , 224.608
