343.735 , 188.080
341.906 , 196.904
338.803 , 205.514
333.678 , 213.161
327.052 , 219.553
319.717 , 225.159
311.635 , 229.918
302.689 , 233.195
293.161 , 235.384
283.498 , 233.966
274.317 , 230.937
265.862 , 226.447
258.405 , 220.584
251.796 , 213.873
245.800 , 206.507
241.450 , 197.984
239.209 , 188.676
239.266 , 179.163
240.352 , 169.851
241.461 , 160.345
243.694 , 150.603
249.953 , 142.907
257.518 , 136.685
266.000 , 132.117
274.345 , 127.466
283.617 , 125.035
293.161 , 123.986
302.777 , 124.631
312.279 , 126.639
320.946 , 131.039
328.156 , 137.458
334.688 , 144.318
339.919 , 152.168
343.767 , 160.744
345.500 , 169.934
345.018 , 179.163
