288.269 , 215.857
289.723 , 224.096
293.017 , 231.856
298.075 , 238.600
304.808 , 243.597
311.918 , 247.593
319.810 , 249.347
327.345 , 251.021
334.998 , 251.077
342.556 , 250.481
349.729 , 248.090
356.972 , 245.676
363.455 , 241.530
370.119 , 237.087
375.844 , 231.200
380.153 , 224.052
382.311 , 215.960
383.241 , 207.617
382.681 , 199.210
380.267 , 191.141
376.722 , 183.528
371.495 , 176.993
364.922 , 171.956
357.569 , 168.523
350.130 , 166.043
342.662 , 164.153
334.998 , 162.577
327.266 , 163.767
319.797 , 165.852
312.881 , 169.309
305.926 , 172.970
299.739 , 178.032
294.293 , 184.116
290.860 , 191.553
288.913 , 199.491
287.957 , 207.617
